Seq,Chest,Height,Waist,Head,Foot,Weight
1,96.300,185.500,82.500,57.100,28.500,73.200
2,101.900,167.200,81.200,55.000,24.200,65.100
3,99.500,179.900,99.200,56.300,28.100,93.200
4,98.600,171.400,85.900,54.500,27.400,71.600
5,94.700,176.900,78.300,58.500,26.500,67.100
6,122.300,180.500,118.400,61.500,29.000,114.200
7,98.000,180.400,93.600,59.900,27.100,76.500
8,89.600,173.900,71.100,53.900,26.800,53.000
9,93.800,178.700,82.900,57.700,28.600,69.700
10,122.300,180.500,118.400,61.500,29.000,114.200
11,115.400,173.100,112.600,59.100,27.700,95.300
12,98.000,178.500,95.400,57.100,27.200,78.700
13,83.100,172.600,75.700,57.900,26.200,58.600
14,94.700,170.700,81.700,56.400,26.200,66.700
15,97.100,175.000,87.300,56.400,27.400,77.800
16,98.800,175.800,89.600,58.500,26.200,77.800
17,95.900,182.900,85.800,58.400,29.200,80.400
18,87.600,169.300,75.400,55.700,25.300,54.600
19,93.100,177.400,79.700,59.900,27.500,69.000
20,94.400,168.300,72.200,60.000,23.800,59.100
21,86.400,173.400,81.700,56.300,27.300,63.800
22,104.100,173.200,91.400,56.700,26.000,74.600
23,106.400,180.100,97.300,57.800,27.600,90.400
24,92.000,172.400,86.600,57.300,26.300,67.800
25,112.100,186.800,105.200,62.000,27.700,103.300
26,94.500,175.600,84.200,58.900,26.500,68.100
27,104.600,176.300,89.300,59.600,27.000,80.600
28,102.300,180.700,81.600,59.900,27.900,69.000
29,94.300,175.300,76.300,58.100,27.800,59.200
30,89.100,177.700,69.500,57.300,26.300,55.500
31,89.500,171.700,80.800,56.900,27.900,65.100
32,103.000,178.900,93.600,59.400,26.700,78.000
33,90.200,184.100,86.300,60.300,28.000,75.000
34,95.300,173.900,81.200,55.900,24.600,66.700
35,98.900,185.100,96.300,61.900,29.900,83.200
36,92.300,172.200,86.200,57.300,27.400,70.100
37,91.900,179.300,84.300,56.100,26.900,69.800
38,93.100,179.300,84.700,57.700,27.600,65.200
39,95.800,176.800,88.600,56.900,27.000,75.300
40,92.600,178.500,81.100,56.300,27.000,68.800
41,93.800,178.700,82.900,57.700,28.600,69.700
42,88.000,178.100,82.100,56.300,28.100,66.100
43,110.700,169.200,95.600,62.200,29.700,75.800
44,98.500,168.600,85.900,59.800,25.500,66.500
45,88.900,179.900,80.800,55.700,26.500,65.100
46,107.600,179.100,95.000,57.600,27.700,88.400
47,88.500,178.900,112.600,56.100,26.100,58.800
48,84.500,174.500,75.000,56.900,25.300,53.100
49,82.500,168.500,67.100,56.200,25.200,49.500
50,123.300,169.200,114.700,61.600,25.500,102.400
51,98.200,167.200,82.900,56.300,26.100,76.800
52,88.800,171.700,80.700,56.500,25.600,62.700
53,98.900,175.300,89.400,62.000,28.000,85.000
54,98.600,173.600,98.500,58.500,27.300,79.000
55,81.400,169.500,72.100,56.700,24.800,57.700
56,97.400,182.400,82.100,56.500,28.300,76.800
57,100.400,174.400,94.200,58.900,28.400,83.300
58,96.600,176.500,88.300,58.500,26.800,72.900
59,87.000,179.700,74.900,55.600,28.400,66.200
60,99.100,175.800,87.700,58.200,26.400,67.400
61,85.100,181.500,78.100,60.000,26.400,70.900
62,102.100,175.700,95.500,57.500,26.200,72.200
63,87.600,174.300,88.000,59.400,24.100,75.700
64,100.900,177.800,97.500,59.900,26.500,85.100
65,89.900,184.100,116.500,56.600,28.300,65.100
66,92.300,174.500,83.300,58.000,26.600,61.900
67,94.300,179.700,110.800,57.000,28.700,68.500
68,90.700,169.800,79.100,57.400,26.600,62.900
69,89.800,179.400,76.500,52.400,27.900,60.500
70,84.000,175.000,73.100,55.000,25.900,55.000
71,89.400,171.000,87.000,58.700,27.100,64.900
72,92.300,171.000,82.900,56.600,26.100,63.900
73,95.900,182.900,85.800,58.400,29.200,80.400
74,87.800,163.100,85.900,55.600,24.200,62.500
75,86.300,168.000,112.400,56.000,26.600,57.900
76,92.500,174.200,77.900,58.400,26.500,64.100
77,99.000,175.700,101.300,57.000,27.200,84.400
78,113.800,175.000,116.300,60.500,28.000,103.500
79,96.300,176.000,81.400,56.100,27.800,78.900
80,100.400,181.800,91.400,56.200,27.800,77.300
81,95.600,172.500,85.800,55.600,26.800,67.600
82,88.100,178.100,77.800,58.800,25.300,59.800
83,87.600,183.000,81.800,59.400,27.700,71.800
84,99.900,178.700,77.900,58.000,24.800,60.600
85,99.500,181.600,87.900,55.500,27.500,74.400
86,89.700,180.200,84.100,59.300,27.200,66.900
87,93.500,175.000,78.200,57.400,25.800,75.000
88,92.600,166.300,76.700,56.000,25.400,60.600
89,90.000,178.400,74.900,54.800,26.400,62.600
90,94.000,170.400,84.600,57.900,25.500,65.700
91,86.000,176.700,69.400,57.300,26.300,62.500
92,81.800,163.600,66.400,56.300,24.000,43.300
93,93.500,182.400,75.400,57.100,27.400,68.200
94,97.500,172.300,79.500,55.300,26.800,61.800
95,90.300,168.400,79.500,56.400,28.700,57.600
96,91.300,170.500,82.500,56.400,27.200,61.000
97,89.600,170.300,105.100,53.300,25.000,60.000
98,95.100,167.200,85.200,57.200,24.900,68.700
99,83.600,167.300,63.900,54.400,24.800,46.800
100,109.500,172.300,97.800,60.800,23.600,77.700
101,95.000,168.200,87.100,57.300,26.100,71.300
102,106.800,174.100,100.200,59.900,26.200,89.100
103,99.500,175.700,87.300,56.300,27.700,81.800
104,111.700,176.000,103.800,59.500,27.600,96.600
105,112.100,186.100,106.400,59.000,27.200,101.700
106,98.700,170.600,89.000,56.800,26.300,69.800
107,81.500,171.900,75.700,55.800,26.500,60.100
108,94.900,183.200,76.600,57.000,28.500,60.200
109,86.100,176.200,68.700,55.600,26.600,58.600
110,88.600,180.600,81.200,57.200,29.300,61.300
111,89.200,173.600,73.000,57.600,28.000,64.900
112,81.500,167.100,77.900,53.000,25.700,53.000
113,108.500,167.100,95.800,59.400,27.300,93.500
114,89.900,177.600,73.300,57.500,31.800,56.700
115,94.300,178.600,82.700,55.500,26.900,73.800
116,89.800,175.400,79.200,57.200,26.700,66.200
117,85.400,176.800,74.900,59.800,28.500,60.900
118,97.400,168.300,84.900,61.700,25.400,65.800
119,98.000,178.200,86.500,56.400,25.800,70.600
120,103.700,183.700,104.400,59.300,30.100,94.700
121,97.000,169.100,92.600,55.400,26.300,77.800
122,96.900,168.300,78.700,55.700,25.700,63.300
123,93.700,179.000,85.100,60.200,26.500,79.700
124,100.900,171.100,91.900,55.100,27.300,69.700
125,96.900,176.600,92.600,56.400,26.600,80.200
126,83.300,164.900,73.400,57.800,25.000,46.600
127,93.400,174.900,98.400,56.000,26.800,86.400
128,112.900,180.100,105.100,58.300,27.600,98.500
129,83.600,174.700,75.500,56.000,26.900,57.300
130,87.900,180.400,75.500,56.800,27.700,61.200
131,81.200,174.600,80.100,56.000,26.400,67.000
132,98.500,160.600,98.500,56.200,24.100,69.800
133,100.900,178.100,79.200,55.600,28.500,72.100
134,79.800,165.000,70.000,57.000,24.200,49.300
135,84.900,171.700,75.300,55.900,26.500,60.800
136,100.400,166.600,97.100,56.000,26.400,76.600
137,83.000,178.000,71.300,54.600,26.200,58.100
138,122.000,180.300,122.100,60.800,27.800,113.400
139,87.500,173.400,72.900,55.900,27.400,64.600
140,100.200,179.300,90.800,55.000,27.900,73.500
141,89.600,179.600,77.100,56.500,27.800,64.700
142,88.100,172.700,77.400,55.100,25.100,54.900
143,90.500,165.000,78.800,54.800,24.700,63.400
144,91.800,168.000,81.200,57.600,24.200,65.900
145,93.800,175.100,85.000,56.000,27.500,71.900
146,95.000,176.200,77.300,57.600,26.400,67.300
147,98.300,182.300,92.200,59.400,26.900,78.400
148,82.600,164.100,75.800,58.500,26.000,51.800
149,95.600,173.500,83.000,57.000,26.900,71.700
150,89.200,166.100,78.000,55.800,24.500,62.400
151,94.400,183.500,87.700,58.200,28.000,76.700
152,112.900,177.800,113.200,56.800,26.400,99.900
153,91.100,178.800,83.300,57.200,25.400,66.600
154,95.700,184.000,87.900,56.700,27.100,73.900
155,92.500,173.500,79.100,56.400,27.300,69.200
156,95.800,180.500,85.900,57.700,26.700,74.200
157,92.500,177.200,82.700,56.700,26.400,70.300
158,97.400,168.300,84.900,61.700,25.400,81.800
159,86.600,175.400,69.500,55.200,27.200,57.100
160,92.000,169.600,87.400,56.900,26.500,65.200
161,87.900,168.200,84.000,57.800,27.000,68.600
162,84.100,173.900,72.400,58.700,25.600,51.000
163,90.000,171.100,80.900,55.400,25.900,63.500
164,103.100,167.200,103.000,58.300,25.000,74.400
165,86.600,170.000,78.000,54.300,26.800,60.800
166,82.100,165.900,77.200,55.600,23.600,52.500
167,90.800,167.100,79.100,56.800,26.500,62.500
168,100.000,173.600,99.700,57.400,26.400,77.600
169,82.100,173.200,75.100,56.100,25.300,63.100
170,97.100,166.100,89.700,54.100,25.400,67.300
171,91.600,168.700,80.800,55.100,25.000,65.100
172,101.300,177.800,88.200,62.100,27.200,76.500
173,94.800,171.800,92.800,55.600,24.900,74.900
174,92.500,166.400,82.200,53.900,25.000,59.100
175,88.100,171.700,78.700,58.300,27.700,66.800
176,99.100,166.600,96.500,57.900,25.300,74.800
177,90.300,174.000,79.700,56.100,26.600,66.300
178,89.400,171.900,79.200,59.200,23.700,56.300
179,93.400,173.500,74.300,57.400,27.800,64.200
180,103.100,173.600,91.600,55.700,26.000,76.800
181,88.000,175.000,78.700,55.100,27.100,59.800
182,109.900,182.800,99.700,60.600,26.500,89.700
183,101.200,169.600,92.000,56.500,26.200,73.900
184,106.900,173.700,102.800,57.400,26.200,86.200
185,92.500,177.700,80.200,55.100,27.700,69.500
186,92.900,171.400,83.000,55.600,26.400,63.100
187,92.900,179.900,81.700,57.100,26.500,68.700
188,114.500,175.000,112.500,59.000,26.000,98.500
189,86.000,172.100,75.300,56.800,26.500,60.600
190,84.400,173.900,75.900,57.200,26.200,57.400
191,87.600,166.300,73.100,55.200,24.300,57.400
192,97.100,169.700,93.000,58.200,27.000,73.100
193,101.500,173.600,86.300,58.800,28.300,76.600
194,100.100,173.000,87.700,60.100,26.200,72.000
195,90.800,171.000,76.700,56.800,27.400,60.100
196,108.800,171.500,93.800,57.100,26.100,80.500
197,86.600,180.100,80.400,56.200,27.300,68.800
198,89.700,167.100,71.600,56.000,26.000,54.600
199,95.600,173.300,86.200,54.900,25.400,67.800
200,87.300,160.900,74.700,59.800,25.000,57.100
201,95.700,173.300,82.500,53.800,25.800,71.600
202,127.600,170.400,101.800,59.600,26.100,81.100
203,93.700,175.600,82.000,58.700,27.500,70.600
204,99.800,175.300,90.400,62.400,26.300,73.200
205,98.400,179.900,89.500,60.600,27.200,79.700
206,102.900,174.700,95.200,58.300,26.000,74.500
207,92.400,181.000,83.700,58.500,29.300,73.000
208,89.100,168.200,79.400,55.600,25.000,59.900
209,98.300,173.900,100.700,56.000,25.400,88.800
210,85.300,165.100,82.200,54.500,25.200,61.300
211,105.400,167.200,97.500,55.400,25.900,81.700
212,95.200,181.400,82.000,57.100,27.600,67.500
213,92.400,171.300,76.500,54.100,25.700,63.000
214,104.000,165.000,106.000,56.900,25.300,81.300
215,93.000,179.700,81.600,58.600,29.000,69.500
216,91.100,172.300,80.900,55.200,26.900,59.700
217,89.300,173.300,81.400,57.800,25.300,68.200
218,116.600,171.800,106.400,57.800,25.400,95.200
219,100.500,169.500,94.800,56.400,26.300,69.800
220,98.200,172.500,83.600,56.800,26.200,66.100
221,105.000,174.700,102.000,53.100,27.000,93.900
222,101.900,175.700,95.800,58.100,26.600,84.300
223,98.100,174.200,94.000,59.500,28.000,82.800
224,90.600,172.500,76.900,57.900,25.200,56.300
225,94.100,176.200,88.100,56.300,27.700,75.900
226,99.300,179.000,92.500,57.600,34.200,75.500
227,85.300,180.400,106.100,57.300,26.400,61.200
228,108.100,180.700,100.800,59.100,28.800,86.700
229,95.800,166.900,95.900,56.000,26.200,75.400
230,95.400,170.900,78.200,58.100,25.200,64.200
231,88.600,171.500,69.000,57.200,26.800,59.700
232,91.900,172.800,83.100,55.300,27.400,59.900
233,86.700,171.900,76.200,57.800,27.700,58.800
234,91.200,166.500,79.000,57.000,26.000,60.500
235,88.600,170.400,109.200,56.800,26.000,58.600
236,93.200,171.100,67.400,59.400,25.800,56.500
237,88.500,166.500,73.900,56.800,27.100,56.100
238,104.900,179.100,83.800,57.400,27.700,76.300
239,89.400,182.100,72.100,57.200,27.100,64.800
240,94.800,172.800,86.300,56.200,25.800,70.200
241,104.800,175.400,87.900,58.500,28.200,83.700
242,82.400,169.400,76.700,56.000,24.600,54.700
243,86.100,169.000,80.300,56.700,25.700,63.400
244,92.700,176.500,84.500,59.400,27.200,69.200
245,91.300,180.000,83.300,60.100,28.600,68.100
246,110.800,178.100,103.700,59.800,27.800,92.200
247,87.700,171.300,76.300,57.700,26.800,62.300
248,99.300,175.400,93.600,56.700,25.600,74.200
249,97.600,175.400,81.400,58.800,27.800,70.800
250,95.800,171.900,84.400,56.700,25.800,67.400
251,92.900,170.500,87.200,54.900,27.300,71.400
252,91.400,184.700,88.400,57.900,26.700,61.000
253,115.500,181.100,99.900,60.200,28.400,102.100
254,94.100,170.200,81.600,57.800,25.300,64.100
255,102.800,183.300,98.700,59.300,29.400,87.700
256,88.300,173.500,83.500,57.100,26.500,63.300
257,116.000,173.800,109.600,58.900,26.400,102.800
258,94.300,168.500,86.300,55.700,25.600,60.700
259,84.000,182.500,78.700,58.300,28.200,65.900
260,103.100,187.000,83.200,59.900,27.200,70.600
261,101.700,180.500,93.500,57.800,27.500,84.600
262,103.000,177.200,89.400,58.700,27.400,78.400
263,101.100,179.800,97.500,57.800,27.200,87.600
264,116.600,173.500,107.200,58.500,28.500,100.200
265,110.300,181.200,104.400,60.100,29.000,95.200
266,92.400,169.700,72.700,58.200,26.600,58.100
267,104.900,176.300,95.400,56.900,25.900,80.200
268,100.100,166.800,94.000,60.100,26.000,69.400
269,89.300,176.100,120.500,60.400,28.400,76.500
270,95.000,170.200,80.400,57.400,24.300,62.000
271,117.300,183.200,114.500,59.300,28.600,111.200
272,89.100,179.900,78.300,54.000,26.500,60.600
273,98.300,175.400,97.000,58.200,27.100,87.100
274,89.600,169.900,74.000,58.900,24.800,56.400
275,86.000,183.900,88.300,56.700,27.400,61.500
276,100.100,173.500,89.000,57.100,27.000,76.800
277,97.100,175.000,87.300,56.400,27.400,77.800
278,86.500,173.900,70.500,55.300,26.300,57.700
279,97.800,175.500,90.000,58.100,26.000,86.400
280,97.900,174.300,86.900,60.700,26.300,68.900
281,89.700,190.600,80.200,58.100,29.000,69.200
282,104.300,168.900,101.400,58.200,24.600,74.300
283,95.500,189.000,78.500,59.100,28.000,68.400
284,96.100,171.500,80.500,57.500,25.700,62.600
285,92.300,181.400,88.500,59.000,27.900,83.900
286,86.600,169.500,72.000,55.900,26.000,57.400
287,100.200,180.800,90.400,57.500,25.000,89.200
288,86.600,177.200,74.900,56.800,26.600,54.900
289,93.000,180.500,79.300,60.700,28.600,70.600
290,86.200,169.100,77.300,60.100,27.300,55.900
291,99.200,171.900,84.900,59.400,27.600,71.600
292,84.100,170.300,66.900,56.500,25.100,49.200
293,91.600,164.100,80.300,57.100,25.600,66.200
294,86.200,178.900,83.900,55.600,26.700,57.100
295,104.100,183.600,91.800,60.600,28.000,86.600
296,99.200,170.100,87.500,57.200,26.400,66.900
297,79.600,165.500,65.300,54.800,24.800,49.000
298,93.200,177.100,82.700,54.600,27.300,62.100
299,99.500,170.200,92.600,56.800,26.300,73.900
300,91.400,175.300,82.400,62.100,26.900,64.500
301,81.500,174.900,71.500,53.500,26.300,56.600
302,87.200,183.700,76.700,56.100,26.500,60.800
303,102.100,167.100,98.500,58.100,26.700,77.900
304,102.100,172.400,98.600,61.600,26.800,83.200
305,105.200,179.300,93.200,60.300,27.900,85.500
306,93.300,175.200,80.800,57.700,27.400,68.900
307,79.900,171.200,106.400,54.800,25.300,48.500
308,103.700,180.100,92.300,61.200,29.600,79.800
309,93.800,177.600,85.100,55.200,27.600,75.300
310,91.200,173.600,74.500,56.200,26.600,56.700
311,106.400,174.900,95.600,57.900,26.200,82.800
312,89.600,172.800,81.600,57.500,26.400,63.700
313,87.800,176.500,72.300,57.000,26.600,62.300
314,89.900,164.400,83.600,54.700,23.700,55.000
315,98.000,170.100,91.600,59.100,25.600,79.700
316,94.600,187.600,88.400,56.200,27.400,77.600
317,90.600,178.400,74.400,56.400,30.300,63.000
318,97.500,173.800,90.500,60.400,26.300,67.800
319,100.000,179.100,93.500,58.600,26.200,78.300
320,90.500,173.000,79.400,57.600,25.700,66.400
321,85.200,170.700,72.400,55.200,25.400,58.900
322,93.800,179.900,79.300,57.000,27.300,65.900
323,116.600,172.700,111.000,58.100,28.300,111.700
324,85.600,168.900,70.600,56.100,26.000,52.800
325,104.100,179.900,91.500,58.900,27.600,86.100
326,100.900,170.600,95.100,58.100,27.000,78.200
327,91.200,177.800,84.000,55.200,25.600,75.400
328,92.500,173.900,79.200,57.000,25.000,60.000
329,88.400,180.100,72.600,56.200,26.900,58.800
330,89.700,173.800,83.300,54.700,25.500,66.500
331,83.800,174.000,72.700,56.900,30.300,56.300
332,91.500,165.500,85.200,56.400,24.400,59.300
333,92.100,164.300,85.900,56.500,24.800,69.400
334,100.500,171.300,89.300,56.600,26.400,74.000
335,106.700,182.100,89.400,59.100,28.500,80.000
336,84.900,171.300,78.900,56.500,24.300,56.900
337,103.400,180.200,100.800,55.400,28.000,88.600
338,102.200,174.400,94.100,57.400,27.100,81.200
339,83.400,172.400,76.000,58.600,25.800,59.500
340,103.600,173.000,98.500,55.500,26.200,64.000
341,107.500,172.700,97.800,55.900,28.000,87.700
342,102.600,182.000,95.800,57.300,28.600,87.100
343,91.100,179.500,73.600,58.300,27.400,67.200
344,90.100,179.000,78.000,57.700,26.200,63.000
345,108.000,195.100,101.300,62.000,31.500,104.600
346,94.000,169.700,82.100,58.000,25.900,61.000
347,111.400,179.200,100.200,58.300,26.900,107.000
348,100.100,176.600,103.700,57.300,25.600,80.800
349,83.400,176.700,70.800,57.100,26.800,57.300
350,90.800,178.100,81.100,56.200,27.100,62.800
351,100.300,181.100,95.000,59.000,28.900,90.400
352,100.800,180.500,89.300,59.200,27.800,78.000
353,89.500,173.500,67.200,56.000,25.500,56.600
354,87.400,174.800,75.000,56.700,26.000,60.300
355,97.500,172.900,86.400,56.500,25.300,72.800
356,92.400,175.400,76.700,59.000,25.200,59.700
357,116.000,178.100,117.500,58.000,28.200,110.400
358,93.600,174.100,83.500,57.300,26.800,66.700
359,95.500,180.200,87.200,58.800,28.800,79.700
360,84.500,169.000,72.100,56.800,25.600,52.100
361,90.400,166.200,91.700,56.500,25.900,68.600
362,97.300,167.800,85.500,56.900,24.900,65.000
363,89.500,165.000,87.300,54.200,26.300,65.300
364,92.800,162.300,83.700,60.000,25.500,59.300
365,104.600,169.300,96.900,57.300,30.800,79.400
366,94.500,185.600,89.900,57.000,28.700,68.800
367,88.500,170.700,76.800,56.600,25.000,58.500
368,107.900,182.400,100.700,58.900,27.500,91.600
369,118.400,181.500,114.200,58.100,27.900,104.200
370,93.100,175.900,80.600,56.700,26.200,64.000
371,119.600,176.600,79.600,57.500,29.000,70.600
372,88.500,179.000,82.900,55.800,25.300,50.700
373,80.300,173.200,79.100,53.100,25.400,65.500
374,86.400,169.900,77.100,55.900,26.500,53.700
375,85.200,164.500,74.300,56.500,25.100,58.800
376,118.600,177.400,117.700,59.200,27.700,104.700
377,89.100,171.400,87.500,53.500,26.500,72.600
378,83.400,180.200,86.400,56.000,26.600,56.100
379,96.800,170.900,99.400,56.400,27.100,71.000
380,91.200,174.400,88.700,60.000,28.400,61.200
381,121.100,180.500,110.200,62.800,26.100,112.300
382,107.000,173.700,95.800,59.400,25.800,80.300
383,77.900,165.000,65.100,54.300,24.700,51.800
384,84.700,170.700,79.200,56.500,26.100,56.900
385,105.900,175.400,97.200,60.200,27.700,88.900
386,91.200,173.600,87.500,56.900,27.900,64.400
387,84.600,166.600,71.500,56.100,25.800,53.800
388,94.900,179.900,88.400,57.100,28.500,75.100
389,97.200,173.500,116.000,55.700,27.000,66.900
390,96.700,182.200,81.700,56.500,25.500,69.800
391,79.400,171.400,65.700,55.100,25.000,53.700
392,117.400,176.500,113.000,62.800,28.200,106.800
393,91.300,181.600,82.000,57.100,28.100,66.400
394,102.200,182.100,94.700,59.400,27.700,85.400
395,98.000,169.800,92.200,56.200,25.400,76.200
396,86.200,165.000,70.600,57.800,25.200,47.600
397,105.100,183.000,94.700,60.700,26.600,97.400
398,104.300,181.000,87.600,58.800,27.200,79.300
399,85.200,166.000,67.700,53.200,24.900,48.000
400,106.200,173.200,90.500,63.900,25.400,77.500
401,99.700,179.800,82.900,58.600,26.800,79.100
402,120.600,175.100,111.000,60.300,25.300,92.100
403,99.700,172.300,84.200,57.800,27.700,73.400
404,99.000,172.500,88.900,59.400,26.900,68.800
405,86.700,170.600,72.300,55.100,26.500,56.000
406,93.900,166.800,79.300,61.700,25.200,59.500
407,100.900,178.600,94.600,58.400,26.800,86.700
408,98.400,169.400,88.500,56.600,27.300,64.300
409,88.700,175.100,70.300,57.300,26.800,58.500
410,96.700,177.200,86.400,57.800,27.400,71.100
411,83.800,169.400,72.700,57.500,25.600,57.500
412,88.900,167.100,84.700,57.400,25.800,63.200
413,90.900,177.000,83.800,58.900,27.400,62.400
414,87.500,164.000,78.700,57.800,25.600,53.700
415,110.000,173.700,104.900,57.000,25.700,94.100
416,107.900,177.700,100.700,59.600,27.400,85.700
417,81.200,177.900,66.900,54.700,26.100,54.300
418,91.700,175.100,90.700,57.300,27.900,77.000
419,84.900,182.500,77.800,58.100,26.900,60.900
420,84.500,164.900,79.600,56.500,25.700,57.400
421,87.400,175.100,74.700,57.800,27.400,60.400
422,85.900,170.900,83.900,56.100,26.500,57.000
423,83.600,176.600,70.500,54.600,27.700,59.400
424,91.400,180.400,79.600,60.800,27.400,78.900
425,92.300,171.800,73.600,55.300,28.000,60.100
426,91.400,180.400,79.600,60.800,27.400,67.600
427,86.600,175.100,68.500,52.200,25.600,59.600
428,109.600,171.000,100.900,58.300,26.100,79.100
429,81.400,172.400,75.400,56.800,26.400,58.800
430,103.800,171.400,95.600,55.600,25.900,79.400
431,81.500,164.100,71.300,61.800,25.700,58.200
432,94.400,167.500,80.500,56.500,26.800,58.200
433,76.400,169.400,72.200,56.200,28.700,48.600
434,84.900,166.200,69.800,57.600,24.900,45.100
435,110.700,171.700,102.200,56.300,27.200,91.000
436,98.900,184.200,88.300,60.100,27.300,76.900
437,78.600,173.900,68.000,57.100,26.000,54.000
438,92.500,173.600,78.000,57.200,26.000,59.200
439,109.300,170.800,100.400,58.500,26.300,87.400
440,84.800,175.400,73.700,55.600,25.800,56.000
441,122.100,188.700,121.500,58.800,27.900,129.900
442,92.400,174.700,86.400,58.500,26.500,67.500
443,106.200,180.600,102.400,56.300,28.900,82.900
444,92.400,173.400,72.200,56.000,25.800,59.900
445,96.500,184.300,90.800,59.600,27.500,84.900
446,93.200,187.500,92.300,57.500,27.500,63.000
447,100.300,177.200,87.000,57.800,26.600,86.400
448,87.500,175.600,80.800,56.100,26.700,60.600
449,113.700,173.600,116.300,60.400,27.200,107.500
450,81.300,169.500,64.000,57.600,26.400,46.400
451,88.000,183.500,78.400,57.500,28.500,63.100
452,83.900,177.100,68.300,55.600,27.700,49.600
453,90.700,172.200,73.700,57.200,27.500,62.500
454,87.600,167.500,73.500,56.200,24.100,50.100
455,85.900,175.100,79.900,54.300,27.300,64.300
456,92.300,176.400,82.900,55.600,27.700,69.500
457,91.400,172.500,85.100,57.900,25.900,66.400
458,90.600,176.400,71.200,55.300,25.800,59.000
459,102.100,176.200,86.300,55.500,25.500,77.200
460,95.600,172.000,87.300,57.400,26.800,70.300
461,98.000,171.100,86.700,55.500,26.100,67.300
462,118.500,172.900,115.100,56.300,28.100,102.200
463,111.600,170.200,105.200,57.100,25.600,95.000
464,88.500,170.500,81.200,56.200,25.200,62.100
465,99.300,173.700,87.400,58.000,27.700,73.700
466,100.900,184.100,81.900,62.700,27.600,67.400
467,95.900,179.200,84.400,56.500,28.000,68.900
468,106.200,173.200,90.500,63.900,25.400,50.600
469,88.000,175.700,83.700,56.400,26.600,70.100
470,102.600,174.000,97.700,54.700,27.400,82.600
471,104.000,177.000,103.100,59.100,25.700,99.300
472,97.400,168.300,84.900,61.700,25.400,57.300
473,98.400,165.600,93.000,57.200,26.300,68.900
474,103.700,171.800,87.600,56.400,24.100,73.000
475,115.100,173.900,111.300,59.700,28.300,99.400
476,106.100,174.500,99.500,58.900,27.200,88.000
477,87.200,172.800,73.800,58.100,25.500,62.600
478,112.900,171.600,101.800,59.300,26.800,84.100
479,86.700,166.500,69.800,57.200,23.900,55.400
480,91.900,165.300,64.700,56.200,23.900,61.000
481,95.800,170.100,82.300,59.600,28.100,72.200
482,95.400,169.800,70.800,57.000,24.800,64.200
483,83.700,171.200,67.000,54.300,26.400,52.800
484,93.600,167.700,93.100,55.700,25.200,64.700
485,96.000,175.400,87.100,58.000,25.700,73.900
486,94.000,174.500,80.600,55.400,26.900,68.500
487,103.200,187.300,92.900,61.100,27.200,84.200
488,100.900,177.100,96.100,55.700,27.100,81.700
489,112.200,171.300,111.800,60.300,31.100,94.000
490,84.100,171.200,71.200,59.000,26.400,57.000
491,96.000,183.900,82.600,58.500,28.200,69.800
492,84.800,179.500,84.600,55.900,27.000,59.300
493,84.900,167.900,74.400,53.200,26.300,57.900
494,97.500,170.900,89.800,55.400,26.000,75.100
495,114.800,175.800,104.500,59.000,26.900,104.200
496,98.500,172.100,90.200,56.400,26.800,73.500
497,101.600,169.300,95.500,59.900,25.700,80.300
498,88.200,165.300,77.700,56.700,26.400,63.000
499,105.800,172.500,101.700,58.800,26.600,82.000
500,95.800,172.900,80.400,57.700,25.900,67.400
501,101.900,171.100,100.900,58.200,24.100,84.300
502,96.400,175.800,84.400,55.800,26.200,72.000
503,83.200,168.700,81.000,58.300,25.300,65.300
504,105.600,179.500,96.500,57.300,27.500,90.400
505,86.600,163.500,73.100,58.700,24.900,47.800
506,99.800,177.400,94.700,57.700,28.400,78.100
507,114.300,174.400,114.200,62.300,28.400,101.900
508,99.500,173.600,88.300,58.400,27.600,71.500
509,95.800,164.900,94.000,60.200,24.700,75.000
510,88.200,167.200,80.000,57.000,23.200,56.800
511,92.800,179.500,104.300,59.000,27.500,71.800
512,101.000,167.200,87.700,60.400,23.800,67.300
513,98.100,176.400,90.500,56.000,28.300,73.800
514,93.500,177.000,81.200,55.000,27.400,66.200
515,103.800,172.800,94.400,58.600,26.300,84.300
516,112.600,179.700,95.900,58.700,26.900,87.600
517,107.800,175.400,100.800,56.400,28.500,88.900
518,113.800,176.400,108.700,60.200,28.000,95.300
519,80.500,169.800,68.900,56.300,25.700,51.600
520,106.600,179.800,98.100,60.900,26.900,91.700
521,86.300,170.100,75.000,56.100,26.600,55.100
522,91.000,168.700,81.900,58.700,24.900,62.800
523,114.600,178.900,109.200,58.300,27.400,99.100
524,101.300,178.500,93.000,57.600,26.100,84.600
525,92.100,177.300,83.600,59.000,26.900,64.300
526,98.800,171.300,82.100,60.600,25.800,62.000
527,84.500,173.500,74.300,56.900,27.400,61.500
528,107.400,191.300,103.100,58.000,30.900,100.500
529,101.500,175.600,100.100,55.800,27.100,87.000
530,87.200,175.500,76.900,57.800,27.000,57.900
531,99.000,179.500,94.300,58.200,27.100,78.500
532,99.600,173.100,79.800,55.800,28.500,70.700
533,112.800,170.700,108.200,55.900,27.000,101.600
534,102.700,167.100,86.500,57.200,26.700,69.000
535,109.900,189.000,99.500,59.600,29.600,101.400
536,85.800,185.400,71.500,54.300,27.000,63.700
537,126.500,179.700,111.300,59.400,28.200,116.400
