Seq,Chest,Height,Waist,Head,Foot,Weight
18158,87.100,165.500,72.900,55.400,25.400,54.100
18159,82.900,160.900,68.000,58.100,24.200,47.200
18160,89.400,170.200,77.400,57.000,25.500,54.800
18161,93.800,168.700,79.800,57.800,24.900,63.600
18162,105.300,179.200,67.200,57.000,26.900,76.700
18163,99.600,165.400,104.300,60.500,25.500,78.300
18164,92.900,171.300,77.800,59.600,25.600,57.400
18165,96.200,172.200,90.500,58.700,25.900,73.500
18166,96.800,183.700,92.400,55.300,26.900,74.400
18167,89.800,167.200,76.600,57.500,26.300,61.200
18168,86.800,177.300,74.600,56.700,26.200,50.500
18169,89.400,175.300,75.200,56.200,25.000,64.100
18170,97.500,176.700,84.300,56.200,24.600,68.800
18171,109.200,170.700,99.900,60.200,26.400,77.700
18172,92.000,170.700,87.100,57.800,25.700,55.800
18173,101.400,175.900,98.700,55.200,26.600,77.600
18174,86.200,164.000,83.000,54.500,23.700,52.100
18175,102.200,179.300,95.700,59.400,26.600,87.800
18176,98.000,180.400,86.700,57.200,27.300,71.300
18177,104.600,173.900,102.300,57.000,27.000,87.200
18178,104.100,184.900,95.500,61.500,28.900,83.400
18179,88.200,172.600,83.000,56.500,27.500,61.000
18180,94.300,169.700,78.800,60.300,24.500,62.500
18181,96.200,174.700,84.300,56.800,27.200,70.500
18182,107.800,184.100,93.700,56.700,28.200,85.400
18183,92.500,170.900,76.500,57.800,26.900,61.900
18184,96.900,171.900,89.300,57.600,26.700,74.100
18185,101.400,184.800,94.800,61.200,29.300,95.000
18186,111.100,172.900,98.500,56.200,27.100,89.200
18187,83.700,170.100,68.500,58.400,27.500,53.800
18188,95.200,175.000,79.400,55.200,27.200,62.100
18189,86.900,175.700,80.600,59.100,26.800,65.000
18190,88.000,175.500,85.400,57.300,27.800,53.000
18191,104.100,162.700,99.200,60.900,26.200,73.900
18192,94.500,172.300,83.400,55.200,26.300,68.600
18193,106.800,174.000,107.200,60.800,23.100,92.200
18194,93.500,176.700,85.500,59.200,27.200,70.900
18195,98.300,182.000,91.000,59.900,30.300,83.200
18196,106.000,178.400,92.000,59.800,29.200,86.700
18197,86.700,169.300,73.600,56.500,26.900,55.500
18198,101.300,175.800,85.300,57.400,26.900,76.800
18199,103.300,179.100,98.400,61.000,27.100,78.100
18200,102.100,173.600,94.400,57.300,26.800,79.200
18201,103.600,181.400,86.900,59.800,29.200,82.600
18202,103.800,172.700,84.300,58.800,26.600,71.100
18203,96.800,180.100,94.300,58.600,27.100,76.800
18204,93.500,163.900,81.000,58.300,23.900,63.700
18205,89.700,170.800,66.000,57.500,25.800,54.200
18206,107.500,183.200,87.100,57.500,27.900,82.600
18207,93.100,191.500,79.300,59.800,29.000,73.100
18208,95.700,167.900,84.100,57.800,25.300,73.600
18209,92.300,170.300,88.100,62.200,26.400,74.600
18210,95.000,174.900,82.000,56.000,27.800,68.600
18211,99.900,168.300,89.800,60.000,27.000,69.600
18212,92.800,168.700,82.700,58.600,25.700,55.800
18213,80.600,173.800,68.700,54.300,26.100,55.900
18214,91.700,173.700,72.500,54.100,26.000,52.600
18215,89.400,168.600,82.100,59.600,27.300,68.700
18216,106.400,182.600,76.700,58.900,27.600,74.800
18217,86.900,170.200,82.200,58.400,26.400,55.400
18218,89.700,176.400,75.400,55.400,26.000,55.600
18219,92.000,185.600,82.800,60.000,27.300,71.500
18220,88.700,165.600,76.600,57.900,24.400,52.700
18221,111.200,183.300,106.900,61.600,27.700,110.700
18222,103.300,171.500,89.200,58.300,26.600,75.800
18223,93.100,174.100,84.000,57.900,25.800,72.200
18224,100.600,177.800,78.000,55.800,28.000,68.100
18225,94.200,165.900,88.800,57.500,24.300,69.500
18226,103.900,178.600,86.800,59.300,25.600,73.600
18227,99.500,169.000,83.800,58.800,26.100,69.500
18228,98.900,175.000,82.900,55.100,26.300,71.000
18229,93.400,176.200,86.500,57.600,27.200,71.900
18230,101.100,180.000,77.000,60.900,26.900,65.100
18231,105.600,181.300,93.500,57.600,28.300,87.200
18232,96.900,168.500,82.000,55.600,24.900,65.500
18233,95.200,175.300,91.200,60.900,27.200,75.200
18234,108.400,188.800,100.500,58.700,30.600,95.200
18235,111.400,174.300,101.500,59.200,25.900,92.600
18236,96.600,184.700,84.100,58.500,29.100,79.500
18237,103.700,173.700,100.600,60.800,25.900,79.700
18238,93.700,171.400,83.300,57.400,24.800,62.600
18239,101.400,176.000,91.500,58.300,27.600,74.700
18240,94.200,164.900,79.500,56.000,24.400,63.000
18241,96.800,178.700,81.100,56.600,28.300,73.000
18242,84.800,178.900,77.300,55.600,28.400,57.500
18243,109.800,187.400,109.800,61.300,29.500,98.400
18244,98.200,178.300,84.800,57.000,26.200,69.400
18245,84.200,184.800,74.700,57.000,27.800,63.400
18246,96.400,179.700,90.400,58.000,28.400,70.000
18247,82.600,171.700,73.800,56.000,26.200,53.700
18248,88.900,167.500,69.600,56.300,24.300,55.000
18249,79.800,164.300,75.200,56.300,24.600,52.300
18250,95.500,168.500,81.900,58.000,25.000,64.200
18251,107.900,178.600,104.300,58.900,26.500,92.500
18252,107.500,170.600,85.400,53.900,25.800,72.300
18253,104.200,181.000,98.400,59.300,27.500,86.200
18254,83.500,178.200,82.400,56.400,27.500,52.800
18255,115.000,175.800,118.700,60.100,26.900,114.500
18256,99.000,168.100,81.200,57.700,25.400,62.400
18257,99.100,179.400,91.700,59.900,27.300,78.600
18258,92.000,168.600,86.200,58.800,25.300,64.400
18259,93.300,177.500,86.600,58.700,26.900,69.900
18260,105.300,183.700,79.200,56.200,27.000,69.200
18261,97.200,175.200,79.500,56.900,27.400,70.800
18262,97.700,185.800,90.000,57.900,29.300,72.300
18263,103.700,169.200,99.900,58.800,26.000,92.200
18264,97.000,179.200,84.900,55.700,26.200,65.600
18265,106.100,189.700,81.400,59.600,26.800,74.000
18266,94.000,173.000,78.300,54.100,24.900,62.000
18267,92.600,173.300,85.400,57.100,27.000,72.200
18268,87.700,170.700,85.400,57.900,23.800,58.700
18269,95.000,172.000,89.500,59.200,25.600,74.700
18270,107.600,177.300,98.900,58.000,26.400,87.100
18271,88.800,182.700,77.800,60.500,28.000,76.900
18272,105.600,175.700,85.500,56.400,26.700,71.800
18273,99.400,176.400,91.200,58.200,25.700,78.800
18274,102.100,187.300,80.400,56.400,29.200,75.600
18275,104.200,173.400,87.600,57.000,27.500,75.900
18276,92.900,165.000,76.900,54.100,24.500,58.300
18277,83.400,164.400,73.300,57.500,24.200,61.900
18278,108.300,183.900,99.400,57.200,28.100,93.300
18279,124.000,182.500,117.800,62.700,25.800,117.600
18280,88.500,175.900,76.600,58.000,27.700,58.000
18281,85.000,171.500,78.300,56.200,25.700,56.800
18282,110.200,171.800,100.200,58.500,27.300,87.400
18283,76.400,172.400,85.200,57.700,25.700,63.900
18284,100.700,175.900,91.300,59.200,26.200,77.300
18285,113.900,171.100,107.600,61.900,26.200,98.800
18286,92.000,173.200,79.200,57.900,26.600,66.600
18287,85.200,180.600,73.200,58.100,28.500,58.200
18288,100.600,175.500,88.300,55.200,26.100,70.200
18289,96.100,175.600,92.800,57.300,28.100,73.800
18290,116.900,170.600,113.000,60.200,28.300,95.700
18291,80.800,171.200,67.600,57.600,24.800,48.600
18292,103.700,179.000,85.000,57.600,26.500,79.000
18293,88.100,173.700,80.800,57.400,27.000,63.500
18294,88.500,176.700,84.800,55.800,25.300,53.200
18295,96.500,171.300,88.900,58.600,26.300,77.000
18296,88.900,178.000,79.800,56.500,27.800,62.600
18297,111.300,178.100,103.100,58.100,28.400,101.000
18298,99.400,179.500,84.600,56.800,27.800,73.800
18299,87.500,178.700,80.800,58.000,27.900,63.800
18300,119.600,181.400,79.500,59.000,24.900,117.700
18301,91.000,175.700,80.800,59.000,27.600,66.100
18302,104.600,183.100,93.700,53.800,27.300,90.500
18303,81.000,180.700,91.000,56.700,27.300,75.100
18304,94.700,172.500,90.800,57.100,27.100,67.600
18305,106.800,179.900,90.800,57.700,27.600,77.300
18306,91.200,171.200,81.300,58.500,27.100,62.300
18307,89.600,168.000,78.300,57.500,25.600,57.100
18308,94.200,172.000,79.300,59.400,27.000,60.000
18309,93.900,168.500,92.100,58.000,26.900,74.900
18310,116.700,178.300,102.100,55.300,26.100,101.100
18311,94.500,173.400,85.000,55.400,27.600,67.900
18312,89.700,171.500,74.100,56.200,26.800,54.500
18313,99.800,180.700,88.900,57.700,27.000,76.700
18314,97.400,175.800,88.000,56.800,26.400,71.300
18315,80.200,170.600,78.300,57.300,25.700,59.900
18316,97.300,181.500,83.200,59.200,26.900,72.700
18317,84.000,168.000,74.200,57.800,26.400,64.000
18318,104.300,169.100,83.500,57.700,25.000,67.900
18319,112.800,183.100,105.500,59.300,28.200,102.100
18320,101.700,173.900,82.400,58.000,26.400,71.400
18321,98.500,180.200,88.800,58.900,26.900,78.000
18322,101.900,178.100,86.600,59.500,27.100,76.700
18323,84.400,177.100,81.900,56.800,27.600,63.500
18324,114.000,175.800,97.300,57.800,26.400,93.300
18325,107.400,180.100,103.000,61.000,28.400,93.600
18326,93.100,169.300,76.400,56.600,25.300,60.700
18327,97.300,171.500,90.800,57.600,25.900,74.400
18328,100.200,179.900,88.700,59.400,27.100,74.100
18329,87.900,172.400,79.400,58.500,26.000,65.200
18330,106.200,178.600,75.200,56.200,27.400,90.000
18331,102.500,179.100,96.000,60.000,28.600,81.800
18332,87.800,167.400,70.800,57.000,24.900,58.200
18333,94.300,176.900,76.900,57.100,26.400,66.600
18334,102.700,174.100,92.500,56.900,24.800,73.300
18335,95.900,170.100,88.900,55.800,25.400,70.300
18336,98.400,175.800,86.000,59.700,27.300,61.200
18337,80.600,174.900,71.600,59.600,26.500,58.300
18338,111.600,173.400,105.500,59.000,26.200,94.700
18339,84.200,167.800,81.700,59.000,26.000,61.800
18340,104.300,167.200,93.800,58.800,24.200,79.700
18341,83.800,167.000,82.300,54.400,24.900,64.300
18342,98.800,175.300,82.200,59.200,26.600,74.300
18343,99.900,180.900,94.100,58.000,27.500,81.200
18344,94.700,163.500,82.300,57.400,24.700,59.700
18345,96.300,173.200,91.400,58.100,26.000,80.000
18346,102.600,180.900,87.300,58.500,28.800,77.600
18347,96.000,177.400,84.600,58.300,28.400,70.100
18348,93.500,169.400,82.200,57.500,24.800,57.600
18349,89.600,176.800,86.100,59.700,25.200,72.200
18350,110.100,167.600,93.800,60.600,25.600,83.300
18351,104.100,179.300,92.500,60.400,27.500,87.800
18352,90.900,170.500,81.000,58.000,26.400,59.300
18353,99.800,162.900,93.200,57.600,25.600,70.200
18354,91.000,188.900,88.700,60.500,27.900,64.100
18355,98.700,177.600,86.700,56.300,28.100,71.000
18356,85.800,175.600,73.100,56.000,25.700,63.600
18357,82.100,171.600,69.600,59.400,24.900,52.200
18358,111.800,181.800,101.400,57.200,29.500,96.400
18359,93.500,176.700,91.100,56.300,27.500,71.600
18360,98.600,179.500,79.800,59.700,26.900,61.400
18361,95.000,177.400,89.700,58.700,26.000,82.800
18362,103.300,173.000,95.100,57.500,25.600,81.300
18363,111.400,177.900,101.100,62.800,27.700,87.500
18364,95.500,174.500,87.500,56.600,25.700,66.200
18365,118.800,177.600,112.100,58.500,28.300,103.100
18366,99.700,177.000,80.100,60.100,28.700,64.300
18367,88.100,166.700,75.600,56.100,26.400,59.100
18368,96.800,177.700,83.400,59.000,28.200,67.200
18369,101.200,182.400,93.600,59.100,27.600,87.500
18370,93.300,174.800,92.700,56.300,28.000,69.500
18371,91.000,176.400,85.400,58.400,27.600,69.600
18372,104.700,176.600,87.500,57.100,26.200,71.000
18373,93.600,181.900,79.800,56.100,26.800,70.100
18374,106.400,185.100,93.900,59.000,27.700,83.600
18375,97.200,179.500,87.600,56.400,28.300,69.300
18376,96.400,178.700,73.600,59.100,26.000,63.300
18377,90.100,162.500,88.100,59.400,25.300,74.300
18378,102.700,170.200,80.500,55.900,25.300,69.900
18379,96.700,173.500,92.500,58.200,26.200,82.200
18380,104.700,170.300,87.400,57.400,25.000,72.900
18381,94.400,164.200,80.100,59.000,25.400,65.800
18382,95.600,169.100,91.200,54.800,25.600,71.900
18383,104.800,177.500,92.200,55.300,28.900,79.600
18384,93.200,179.300,83.900,58.800,27.600,65.900
18385,91.900,177.100,82.900,58.300,27.800,66.000
18386,93.700,176.800,83.300,57.100,26.700,63.500
18387,88.300,183.900,74.500,56.800,29.600,60.000
18388,91.600,164.400,78.400,55.000,26.600,59.600
18389,112.200,193.000,110.400,58.800,29.700,106.600
18390,108.000,173.000,96.100,57.500,25.600,84.800
18391,107.500,177.200,95.000,61.500,27.300,90.900
18392,99.900,180.800,85.500,56.000,26.900,78.100
18393,96.500,172.000,84.300,59.000,26.400,70.400
18394,103.600,168.000,94.100,57.100,24.900,77.500
18395,97.400,176.200,86.700,61.400,27.000,76.200
18396,106.500,175.900,94.500,57.200,27.100,90.200
18397,94.100,178.300,94.000,59.700,27.600,79.700
18398,93.600,164.300,78.900,57.100,27.100,59.900
18399,127.100,189.600,122.500,60.700,30.500,134.400
18400,79.300,164.900,69.200,56.900,24.500,47.400
18401,94.700,182.500,84.300,60.300,28.700,74.700
18402,102.700,178.600,88.000,58.600,26.700,76.100
18403,88.400,169.000,74.000,55.300,24.900,57.300
18404,90.500,179.300,88.800,57.700,27.400,62.900
18405,99.400,181.600,88.000,57.400,27.500,78.400
18406,94.100,178.800,76.500,57.200,26.100,62.900
18407,84.800,173.900,72.300,59.000,26.300,57.200
18408,95.800,175.600,82.300,57.000,28.200,67.100
18409,94.100,178.100,86.000,58.700,26.400,74.800
18410,94.000,168.900,79.500,55.200,25.200,58.000
18411,99.900,176.300,88.200,58.000,27.400,75.800
18412,104.900,171.600,95.900,56.600,25.400,79.000
18413,89.000,173.300,81.200,57.500,25.200,64.200
18414,89.600,169.600,81.000,57.700,26.600,53.300
18415,86.900,168.100,77.400,57.700,26.100,55.800
18416,101.600,169.900,87.100,55.500,26.000,76.900
18417,103.700,177.900,105.400,59.900,27.500,89.800
18418,91.600,182.900,71.700,60.100,27.400,58.000
18419,103.000,170.300,103.300,58.000,26.300,91.600
18420,83.800,172.000,84.500,57.400,25.800,53.300
18421,88.300,171.100,77.100,57.900,25.100,66.200
18422,96.400,172.200,81.400,57.300,26.800,65.500
18423,100.100,177.600,102.200,59.300,27.400,87.500
18424,91.200,183.800,80.700,55.700,28.000,62.900
18425,85.900,170.500,76.700,55.700,25.100,59.900
18426,91.600,172.800,76.200,56.700,26.000,56.900
18427,111.200,174.800,100.700,61.400,26.500,97.000
18428,85.600,165.100,68.600,54.500,25.000,52.300
18429,95.000,189.300,83.100,57.800,29.300,81.200
18430,108.300,179.900,92.300,62.400,25.600,88.000
18431,101.500,172.200,96.900,59.100,24.900,74.800
18432,93.600,176.200,78.200,58.100,26.500,66.700
18433,77.900,162.900,66.900,61.000,23.100,45.800
18434,95.000,178.000,85.800,58.900,27.900,71.500
18435,88.500,170.100,83.200,58.000,27.200,62.400
18436,88.600,173.200,76.000,54.300,26.300,58.300
18437,84.400,165.900,77.300,57.600,25.600,54.300
18438,95.500,183.400,85.400,54.700,28.000,72.900
18439,85.900,172.600,74.200,56.600,25.400,58.700
18440,88.800,171.900,84.400,56.700,26.700,59.400
18441,107.000,173.100,102.800,60.200,24.700,89.200
18442,104.400,173.600,102.600,60.900,27.400,85.800
18443,97.600,171.600,88.000,58.200,26.300,69.100
18444,95.300,179.700,80.800,60.200,25.700,62.400
18445,99.900,180.500,88.400,60.100,26.400,78.000
18446,95.900,176.300,82.300,55.700,26.200,69.300
18447,92.300,178.400,76.400,58.400,26.000,63.500
18448,103.100,180.700,87.800,58.700,27.600,80.100
18449,85.300,185.000,82.000,59.200,28.200,76.500
18450,103.000,179.700,91.500,59.200,27.500,77.200
18451,92.300,174.400,84.000,59.000,26.800,70.200
18452,104.500,180.100,91.100,55.500,26.800,76.000
18453,96.500,166.200,95.600,57.700,27.000,73.800
18454,100.700,174.300,82.600,53.500,28.700,66.500
18455,82.700,179.900,74.000,56.200,27.000,53.500
18456,93.900,171.900,83.700,56.600,26.600,68.600
18457,101.900,173.900,90.800,58.700,28.300,77.800
18458,95.100,172.300,78.500,58.600,25.500,62.900
18459,102.900,171.400,88.400,59.500,27.700,80.900
18460,96.000,167.900,85.800,60.400,26.100,63.500
18461,87.100,172.300,81.500,56.500,27.100,66.700
18462,109.200,183.500,90.900,59.000,28.000,85.400
18463,94.400,172.000,88.900,58.200,25.700,71.100
18464,108.600,173.000,92.000,61.200,26.200,85.100
18465,95.400,178.800,80.700,61.000,27.500,70.600
18466,108.800,175.400,87.500,59.100,28.400,76.900
18467,86.400,176.300,73.400,57.300,27.200,59.100
18468,100.800,179.600,85.600,54.900,28.700,72.400
18469,99.200,174.600,90.600,60.000,27.100,76.400
18470,85.100,177.200,85.200,57.400,26.400,51.400
18471,82.400,167.000,85.200,58.100,25.800,61.700
18472,98.400,177.800,78.100,58.100,27.600,68.100
18473,98.100,173.100,82.300,59.300,26.200,71.400
18474,98.500,169.700,78.700,55.900,25.800,62.400
18475,89.300,181.300,77.700,56.700,26.700,67.400
18476,99.400,171.700,84.800,57.000,25.700,70.000
18477,97.700,172.200,86.800,57.600,26.400,73.700
18478,102.200,177.700,81.800,60.400,28.000,68.300
18479,100.800,180.300,92.000,58.400,28.900,87.100
18480,100.700,173.200,83.400,58.900,25.900,66.500
18481,116.400,171.700,101.900,58.300,25.800,90.400
18482,119.900,178.000,106.800,59.800,26.700,108.200
18483,92.400,176.100,86.900,58.200,26.300,67.200
18484,87.800,172.900,81.200,54.800,25.800,50.900
18485,88.100,175.000,82.300,57.800,27.600,67.200
18486,83.000,179.600,78.200,55.000,27.000,51.000
18487,85.400,177.500,73.700,58.800,26.200,59.700
18488,91.800,183.000,85.100,53.800,29.300,54.900
18489,101.800,175.900,93.500,58.500,27.800,82.200
18490,106.400,179.300,91.700,59.100,26.100,82.900
18491,113.300,175.700,109.400,57.600,25.300,93.800
18492,87.900,180.300,85.000,56.200,27.600,55.200
18493,101.000,178.700,88.400,57.900,28.300,74.500
18494,103.100,173.100,90.100,57.200,26.600,75.200
18495,91.100,189.300,81.700,60.000,29.100,72.900
18496,96.900,178.100,82.600,55.600,25.300,66.500
18497,99.000,175.400,79.600,58.400,27.900,70.300
18498,94.100,178.500,75.600,55.300,26.200,62.900
18499,117.600,176.500,108.900,59.800,28.500,110.400
18500,104.100,172.600,95.600,56.500,25.500,77.200
18501,93.200,183.500,77.900,58.200,28.400,63.000
18502,98.500,172.200,76.900,58.100,25.900,60.400
18503,80.700,171.400,68.300,56.400,25.700,55.100
18504,98.700,172.900,86.200,56.500,25.600,69.100
18505,86.200,173.900,72.700,57.200,26.700,56.300
18506,100.100,175.200,81.100,60.100,26.500,67.000
18507,111.200,178.900,109.300,56.600,27.800,94.000
18508,91.500,177.100,74.800,54.900,26.200,61.200
18509,103.500,175.100,97.600,59.300,27.000,86.300
18510,92.800,167.700,81.800,56.000,25.500,58.700
18511,87.500,182.700,74.900,58.700,26.900,58.800
18512,97.600,170.200,79.500,56.300,26.000,62.900
18513,89.500,174.400,82.300,57.100,26.400,66.900
18514,90.500,171.900,82.200,55.100,25.400,61.800
18515,80.000,171.300,76.100,59.700,26.300,58.000
18516,110.500,169.800,113.300,56.800,25.900,97.500
18517,94.100,161.200,105.700,58.100,25.100,69.200
18518,96.100,174.200,83.600,56.600,25.800,71.200
18519,85.700,174.500,74.700,57.300,26.400,59.300
18520,103.500,172.400,92.200,60.100,25.700,76.800
18521,94.100,182.300,85.500,57.700,28.800,81.300
18522,105.600,173.300,96.000,59.100,26.300,77.600
18523,110.000,175.100,109.500,59.000,26.600,91.500
18524,96.000,184.100,91.600,56.700,28.500,68.400
18525,84.800,173.100,74.500,58.200,28.200,57.200
18526,98.400,179.300,77.900,59.400,26.900,71.700
18527,87.100,179.200,73.700,55.800,25.900,58.500
18528,102.400,185.800,81.800,55.800,28.200,74.500
18529,87.100,180.400,80.700,56.200,27.300,70.900
18530,90.300,170.500,71.000,57.400,24.600,52.300
18531,100.700,168.800,95.900,57.600,25.900,76.400
18532,112.400,173.900,99.300,59.100,27.100,82.000
18533,88.300,179.300,81.200,58.700,25.600,61.100
18534,85.800,169.500,69.600,55.000,24.200,47.300
18535,82.500,169.600,66.100,54.900,24.800,49.200
18536,111.800,164.700,92.700,58.600,27.300,74.300
18537,104.400,173.600,101.200,58.600,26.600,90.100
18538,97.200,166.300,81.500,58.000,26.600,67.500
18539,92.900,172.500,90.200,56.800,27.000,71.200
18540,95.200,175.000,79.000,57.600,25.600,63.800
18541,104.700,181.200,99.800,58.700,28.800,91.800
18542,96.200,178.600,82.900,59.700,27.400,61.200
18543,98.600,169.300,95.000,60.700,25.700,83.700
18544,97.700,177.300,86.300,55.800,27.300,76.600
18545,99.300,187.700,89.200,59.000,28.800,84.100
18546,96.200,173.000,81.800,54.500,25.700,67.800
18547,90.900,180.400,82.400,57.400,28.600,63.700
18548,94.900,177.100,84.600,55.500,27.500,62.800
18549,77.900,173.500,72.900,57.500,25.500,54.800
18550,93.800,184.700,82.000,56.200,28.400,70.500
18551,98.500,189.700,79.600,59.500,28.300,74.700
18552,104.700,165.800,97.100,59.700,24.700,74.200
18553,95.100,168.200,81.400,58.000,25.400,72.600
18554,118.000,168.100,108.900,58.400,26.500,97.800
18555,85.900,167.300,76.200,56.000,26.200,57.900
18556,107.100,168.600,99.700,57.100,25.900,85.800
18557,105.900,177.800,96.800,59.200,26.100,79.600
18558,105.300,174.500,100.100,57.900,24.700,85.000
18559,89.600,171.000,79.800,57.200,27.000,59.700
18560,90.300,170.800,65.900,56.400,25.900,56.400
18561,80.800,166.000,68.900,57.100,25.600,52.300
18562,117.000,173.400,97.200,58.900,28.300,93.000
18563,83.700,174.700,73.200,58.900,25.000,58.100
18564,101.700,179.300,84.300,55.400,27.900,72.100
18565,86.400,169.800,77.700,56.900,26.100,60.500
18566,105.500,175.000,93.600,58.000,26.700,77.300
18567,90.900,175.800,83.600,59.600,27.800,71.300
18568,103.000,171.400,96.200,57.300,27.200,82.600
18569,89.300,171.000,74.300,59.200,25.800,59.000
18570,100.900,185.300,93.700,56.200,28.000,82.600
18571,78.600,165.200,64.000,56.900,24.600,43.900
18572,106.300,177.800,89.100,58.400,28.100,79.600
18573,86.200,168.100,77.300,58.200,27.700,63.800
18574,92.100,179.100,75.300,55.900,25.900,61.100
18575,90.500,172.000,81.200,58.700,26.300,58.700
18576,95.400,171.600,85.400,56.700,26.800,60.800
18577,94.200,168.300,81.200,59.400,25.400,66.700
18578,96.100,189.000,81.700,56.600,27.800,72.200
18579,90.000,177.700,81.500,56.600,27.800,68.100
18580,92.100,178.600,86.300,57.400,27.500,57.600
18581,89.500,172.100,78.300,57.000,26.200,64.400
18582,100.500,174.000,84.700,57.000,26.100,68.300
18583,93.900,179.300,86.800,57.200,28.000,73.900
18584,99.300,177.300,85.700,59.600,26.700,73.300
18585,85.500,169.100,81.900,58.400,26.100,69.000
18586,90.100,171.500,76.300,57.700,25.400,55.100
18587,92.500,172.200,85.400,57.900,27.100,65.600
18588,106.000,176.700,93.200,56.000,27.200,80.500
18589,111.600,173.300,106.600,60.400,27.800,99.600
18590,110.600,176.000,100.100,60.500,27.900,92.600
18591,93.500,169.900,85.200,57.600,28.400,69.400
18592,96.900,177.000,86.200,59.300,27.100,71.000
18593,92.000,174.400,84.300,57.400,28.600,72.200
18594,96.500,172.300,80.100,56.800,25.500,62.100
18595,97.500,172.700,83.100,55.400,26.300,68.900
18596,112.600,184.300,103.600,59.600,27.800,96.200
18597,93.300,178.200,82.700,57.400,27.000,72.700
18598,96.800,166.500,94.200,56.800,26.200,66.700
18599,95.200,172.200,89.400,59.100,25.900,74.300
18600,84.500,168.100,64.300,56.300,25.000,46.300
18601,88.800,177.200,76.000,58.800,27.600,68.100
18602,102.500,173.900,74.800,59.000,26.000,70.900
18603,88.500,160.800,79.200,55.300,24.200,56.000
18604,103.600,176.000,83.300,58.400,25.900,74.100
18605,87.800,171.000,90.100,56.700,24.800,66.700
18606,105.200,168.600,96.600,58.000,26.700,77.600
18607,114.800,182.900,112.900,60.600,28.900,120.100
18608,116.800,184.900,108.800,61.600,28.700,107.100
18609,111.000,174.000,118.200,58.900,27.400,106.200
18610,99.100,184.800,87.900,57.200,27.700,77.400
18611,84.100,175.500,67.600,56.100,27.000,55.000
18612,105.600,178.600,99.300,58.900,26.300,83.800
18613,78.200,178.200,72.100,58.200,25.000,53.800
18614,85.400,174.800,84.800,55.500,26.500,53.000
18615,103.600,176.000,96.400,59.800,26.900,83.200
18616,87.500,172.200,76.600,58.800,25.000,54.900
18617,85.000,160.300,84.000,58.200,25.200,62.000
18618,87.800,171.400,74.000,54.900,26.600,61.100
18619,84.200,170.100,77.100,55.700,26.000,60.200
18620,85.000,172.700,66.700,56.100,25.500,57.000
18621,92.000,170.200,84.800,57.500,26.500,75.600
18622,84.100,169.800,75.300,53.400,24.400,49.300
18623,97.500,173.000,90.400,58.200,27.100,78.000
18624,97.200,168.700,84.300,59.400,24.900,66.100
18625,104.000,178.200,97.700,57.700,28.300,84.900
18626,91.900,175.300,76.800,55.000,26.800,64.100
18627,83.400,176.700,77.000,58.200,27.200,63.600
18628,106.000,175.100,97.800,58.400,27.100,75.800
18629,108.200,175.500,101.900,59.000,27.400,92.100
18630,103.700,173.700,95.200,57.000,26.200,80.000
18631,85.200,171.000,75.900,56.200,25.100,56.800
18632,109.000,176.100,102.500,58.900,27.300,87.100
18633,89.500,175.500,80.700,57.300,27.400,69.900
18634,104.600,169.200,100.800,57.400,27.100,79.900
18635,87.500,173.000,91.300,60.900,27.100,62.300
18636,114.900,168.700,110.000,58.900,25.500,94.100
18637,87.700,170.700,81.100,56.300,25.800,59.600
18638,90.800,177.700,76.200,55.400,27.700,64.800
18639,96.100,173.700,84.000,57.400,26.100,69.700
18640,92.400,176.800,78.000,56.800,26.300,64.000
18641,81.500,172.400,73.600,56.100,25.500,51.700
18642,92.700,173.900,79.700,55.700,25.800,62.200
18643,89.800,183.100,82.200,58.900,28.800,74.300
18644,105.500,169.100,93.700,59.000,24.900,78.500
18645,100.100,177.600,94.300,57.300,28.000,77.200
18646,111.400,175.600,99.200,58.200,24.700,90.200
18647,105.900,179.400,97.300,60.400,27.700,84.000
18648,94.100,176.200,78.200,57.200,27.900,63.900
18649,86.500,174.000,79.400,56.600,26.000,62.900
18650,90.000,180.300,77.500,56.900,25.900,64.900
18651,107.800,178.800,96.000,59.300,27.600,88.000
18652,94.200,174.100,82.900,58.800,24.700,69.300
18653,78.900,174.900,71.000,57.300,25.200,57.500
18654,98.400,177.400,83.000,56.700,26.800,76.200
18655,103.200,176.400,94.700,58.400,26.900,79.100
18656,94.400,169.800,74.900,56.200,24.000,55.700
18657,102.000,183.400,99.000,58.500,27.800,87.000
18658,85.900,167.700,71.800,55.100,25.200,54.700
18659,103.300,178.400,88.800,61.800,28.300,77.500
18660,93.000,167.000,69.900,57.200,25.800,60.200
18661,105.000,176.300,96.200,59.600,27.500,83.600
18662,96.200,176.300,87.600,58.500,27.800,69.000
18663,93.400,174.300,82.200,54.900,26.900,70.400
18664,94.700,181.100,73.200,57.900,26.000,63.600
18665,92.700,170.400,89.100,60.700,25.100,64.600
18666,94.300,171.600,83.500,59.500,25.500,67.600
18667,85.600,172.500,78.300,57.400,25.900,59.000
18668,92.200,174.100,83.300,59.000,27.000,61.200
18669,114.800,179.600,99.000,59.600,29.600,95.500
18670,99.600,169.200,92.700,55.500,25.500,73.500
18671,114.200,172.900,113.300,59.200,25.100,100.100
18672,89.500,178.700,84.700,59.300,28.200,62.500
18673,87.600,176.800,87.200,59.600,27.800,64.300
18674,89.800,174.600,82.900,55.900,25.700,56.800
